name,_id,host_name,location_cluster,location,lat,lon,type_house,sum,min_days,amt_reviews,last_dt,avg_reviews,total_host,target
Luxurious Apt3 with  Manhattan views on roof deck,153565366,Hugo,Brooklyn,Gowanus,40.67543,-73.98455,Entire home/apt,250,4,70,2019-07-07,3.51,3,174
Modern room in luxury apartment,271350187,Elena,Brooklyn,Greenpoint,40.71918,-73.94853,Private room,130,1,0,,,3,360
2 Twin Beds,48059119,Wolcott,Manhattan,Midtown,40.74702,-73.98778,Private room,159,1,1,2018-05-11,0.07,3,365
The Ruppe Railroad,28812204,Kate,Queens,Ridgewood,40.70463,-73.91272,Entire home/apt,200,2,6,2019-04-27,0.13,1,349
Huge renovated 1 BR Apt in heart of East Village,126346950,Katherine,Manhattan,East Village,40.72508,-73.98335,Entire home/apt,250,1,1,2017-10-15,0.05,1,0
COZY 1BR IN MIDTOWN EAST!,6455254,Alex,Manhattan,Midtown,40.75352,-73.96807,Entire home/apt,139,2,102,2019-06-23,2.74,1,235
Nicki and Tim's place,5325177,Nicki,Brooklyn,Flatbush,40.64707,-73.96278,Entire home/apt,85,5,2,2018-01-01,0.09,1,0
Spacious Upper West Side Studio,25613217,Maya,Manhattan,Upper West Side,40.80049,-73.96064,Entire home/apt,96,1,2,2016-07-04,0.05,1,0
Private bedroom#2 for female in shared housing,233831164,Maki,Brooklyn,Prospect-Lefferts Gardens,40.66005,-73.94216,Private room,40,3,0,,,1,11
Columbus Circle Studio Apt,15402737,Gabriella,Manhattan,Upper West Side,40.7717,-73.98759,Private room,140,1,2,2016-10-21,0.04,1,0
QUIET SUNNY PRIVATE ROOM M&L TRAIN,113128172,Simon,Brooklyn,Bushwick,40.70079,-73.91847,Private room,65,1,9,2017-10-04,0.35,1,0
Cozy Private Bedroom in Manhattan,163619844,James Cem,Manhattan,Harlem,40.82004,-73.94622,Private room,70,2,5,2019-06-15,1.65,1,1
HUGE 1-Bedroom in Theater District,1428501,Michael,Manhattan,Hell's Kitchen,40.76356,-73.98772,Entire home/apt,241,3,8,2019-07-05,1.06,2,23
Spectacular Townhouse 4Floor 5BD West Village NYC,101132948,Maud,Manhattan,West Village,40.73726,-74.00085,Entire home/apt,2590,1,8,2018-12-27,0.41,1,361
Private room with a balcony on the water,161135042,Valerie,Queens,Long Island City,40.74529,-73.95753,Private room,200,1,1,2019-03-22,0.28,1,0
LOVELY LOFT | 24H DOORMAN | PERFECT,3891436,Felix,Manhattan,Lower East Side,40.71312,-73.99033,Entire home/apt,260,6,23,2019-05-20,0.3,1,0
Spacious Apt in Townhouse near Columbia University,17389236,Emilie,Manhattan,Harlem,40.80493,-73.95677,Entire home/apt,215,1,107,2019-06-22,1.8,1,47
Cozy apartment East Village NYC,12933114,Ausra,Manhattan,East Village,40.72143,-73.97824,Entire home/apt,130,5,4,2017-01-01,0.09,1,0
Home Sweet Home :),26439972,Leonit,Brooklyn,Sheepshead Bay,40.60078,-73.96527,Private room,59,1,5,2019-01-03,0.13,1,319
Perfect East Village Apartment,1502469,Max,Manhattan,East Village,40.72506,-73.98865,Entire home/apt,219,2,129,2019-05-11,1.42,1,220
Perfect one Bed in central Location #12,3256433,Ira,Manhattan,Lower East Side,40.72292,-73.99307,Entire home/apt,200,30,7,2018-10-22,0.19,7,0
Zions Destiny Home away from Home !,76453466,Devon,Brooklyn,East Flatbush,40.66167,-73.92854,Entire home/apt,45,1,112,2019-06-10,2.99,1,244
THE HEART OF ART IN THE HEART OF NY,3293368,Kathleen,Manhattan,Hell's Kitchen,40.76803,-73.98767,Entire home/apt,160,2,83,2019-05-23,1.01,1,105
1 Private bedroom in a spacious Wburg Apartment,8518298,Sanket,Brooklyn,Williamsburg,40.70924,-73.95208,Private room,57,2,3,2019-07-04,3.0,1,29
"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,Orestes,Queens,Long Island City,40.74771,-73.9474,Private room,130,3,248,2019-07-01,2.25,1,215
Cozy 2 bedroom apartment (15 min from Manhattan),215919088,Vincent,Brooklyn,Williamsburg,40.712,-73.95397,Entire home/apt,120,3,2,2019-05-29,0.32,1,0
"Williamsburg Loft - Spacious, Sky-High Ceilings",4354856,Jay,Brooklyn,Williamsburg,40.71095,-73.95171,Private room,100,60,0,,,2,157
Williamsburg Loft,206040990,Alejandro,Brooklyn,Williamsburg,40.71425,-73.9623,Entire home/apt,290,5,0,,,1,0
Modern living in old Harlem (the Scream2),2802223,Raluca,Manhattan,Harlem,40.82921,-73.93802,Entire home/apt,125,60,2,2019-05-31,0.23,2,3
Your West Village NYC 1 Bdm Apt,7055547,Tege,Manhattan,West Village,40.73532,-74.00448,Entire home/apt,144,4,27,2017-01-01,0.39,1,0
Your home away from home in Comfort,9509269,Carlos,Queens,Briarwood,40.71477,-73.82012,Private room,66,5,95,2019-05-25,1.39,2,301
West Village - 1 Bedroom,31906445,Laura,Manhattan,West Village,40.73459,-74.00143,Entire home/apt,135,2,1,2017-02-20,0.03,1,0
Nice And Clean Apartment.,14439022,Cristina,Manhattan,Harlem,40.82774,-73.94983,Private room,75,3,86,2019-07-01,2.01,1,224
"French charm at Château Village, Greenwich Village",38827405,John,Manhattan,Greenwich Village,40.7292,-74.00209,Private room,145,3,62,2018-06-06,1.3,1,0
Cozy Room in Huge place in Prospect Heights,10557160,Alex,Brooklyn,Crown Heights,40.675,-73.9631,Private room,50,3,10,2019-06-26,2.19,1,0
2B Williamsburg Loft Apartment,21558108,Emma,Brooklyn,Williamsburg,40.712,-73.96666,Entire home/apt,157,1,1,2015-05-07,0.02,1,0
Very cozy room in heart of Astoria,80114315,Ljubenka,Queens,Astoria,40.75965,-73.91095,Private room,65,5,10,2016-11-28,0.28,1,68
2BR 3BD 1.5BA / Rooftop & Balcony / Airport PickUp,47424665,Brian,Queens,Ridgewood,40.70676,-73.91107,Entire home/apt,280,2,40,2019-06-24,3.53,2,104
Lovely room with full size bed(suit3),255641440,Li,Queens,Flushing,40.76393,-73.80895,Private room,42,1,0,,,7,4
DOMINIQUE'S NY*chic*  quiet room*wifi*metro,310670,Vie,Bronx,Eastchester,40.88009,-73.83442,Private room,68,2,41,2019-01-01,0.74,13,365
ALL YOU COULD WANT FOR YOUR STAY IN BK!  L/4,229147376,Melly,Brooklyn,Bedford-Stuyvesant,40.68606,-73.95752,Private room,40,15,3,2019-05-03,0.47,11,354
Spanish Harlem! Next to the 6 train in Manhattan!,251508221,Dee,Manhattan,East Harlem,40.79834,-73.94337,Entire home/apt,300,2,1,2019-05-15,0.55,1,180
Cozy room available in Queens Village.,154848269,Luequita,Queens,Queens Village,40.7167,-73.73473,Private room,35,3,8,2019-06-27,0.61,1,38
Sonder | The Nash | Original 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74763,-73.97524,Entire home/apt,316,2,5,2019-06-16,1.17,327,76
Furnished & Renovated. An Astoria NY RM w/ Appeal!,137358866,Kazuya,Queens,Astoria,40.76671,-73.92278,Private room,39,30,1,2019-06-17,1.0,103,0
"***Lux Doorman/Furnished,Battery Park ***",52950465,Gal,Manhattan,Battery Park City,40.7109,-74.01768,Entire home/apt,250,30,0,,,12,280
Private Spacious Room with bathroom,38460304,Leon,Brooklyn,Bedford-Stuyvesant,40.68398,-73.94101,Private room,125,4,27,2019-03-09,0.57,2,312
Beautiful Apartment in Central Harlem,2694297,Dana,Manhattan,Harlem,40.81685,-73.93711,Entire home/apt,95,3,3,2019-06-30,0.2,1,78
Big beautiful room with tons of sunlight,25710035,Blaine,Brooklyn,Bushwick,40.69695,-73.92268,Private room,37,28,1,2018-10-31,0.12,1,0
Posh 1BR in Midtown East by Sonder,12243051,Sonder,Manhattan,Murray Hill,40.74454,-73.97339,Entire home/apt,207,29,1,2018-07-12,0.08,96,365
Best room in nyc,273877318,Jay,Bronx,Claremont Village,40.83926,-73.91173,Private room,140,1,0,,,1,90
"Gorgeous Gramercy Park 2BR w/ Large private terrace, Gym + Doorman",107434423,Blueground,Manhattan,Gramercy,40.73823,-73.98343,Entire home/apt,348,30,0,,,232,331
Large (150sf) Sun-Drenched Room,17646340,Donald,Brooklyn,Williamsburg,40.70293,-73.94279,Private room,50,7,26,2016-08-04,0.63,2,0
NEW Perfect private room near Two Bridges IV,39528519,Max,Manhattan,Lower East Side,40.71252,-73.98765,Private room,94,15,0,,,28,185
Small Bedroom Steps From the 1 Train,67123961,Carole,Manhattan,Harlem,40.82088,-73.95628,Private room,50,2,12,2017-08-28,0.31,2,0
Close to manhattan but way out of the hustle,114372992,Nick,Queens,Long Island City,40.76228,-73.94272,Private room,62,5,2,2019-06-16,2.0,1,43
Cozy and Luxurious Artist Retreat in Williamsburg,6513281,Pascal-Louis,Brooklyn,Williamsburg,40.71174,-73.94956,Entire home/apt,249,2,54,2019-07-06,3.17,2,154
"ENTIRE apt, 2 Bdr,Commercial Area,Private Entrance",236334741,Wendy,Staten Island,Rosebank,40.61588,-74.06711,Entire home/apt,100,1,47,2019-06-23,9.1,1,151
Prime Beautiful Brooklyn Brownstone,76173252,Victoria,Brooklyn,Carroll Gardens,40.68132,-73.99757,Entire home/apt,150,2,14,2017-11-25,0.38,1,0
Private bedroom in the heart of NYC,24559181,Aldi,Manhattan,Upper East Side,40.76312,-73.96624,Private room,89,1,148,2019-06-23,3.18,3,351
Arthur Ave 2BDR sleeps 6! (15 mins from Manhattan),98416305,Nihad,Bronx,Belmont,40.85362,-73.8896,Entire home/apt,140,2,71,2019-06-23,3.45,1,291
"Stylish, cozy 1BR in Upper West Manhattan",8687478,Marie,Manhattan,Harlem,40.82523,-73.95357,Entire home/apt,180,5,1,2018-01-02,0.05,1,0
Sunny and Convenient Park Slope Room,2180581,Jana,Brooklyn,South Slope,40.66656,-73.98204,Private room,85,2,18,2019-05-30,1.99,2,0
NY HUDSON YARD DOUBLE ROOM,224815152,Hudson River Hotel,Manhattan,Hell's Kitchen,40.75495,-73.99825,Private room,209,1,6,2019-05-31,1.01,8,88
"Washer, Marble Bath, Yard near Subways, High Line",7245581,Michael,Manhattan,Chelsea,40.75,-73.99721,Entire home/apt,92,110,13,2019-03-09,0.21,19,327
Groovy Two Story Garden Apartment,1033829,Joe & Michael,Brooklyn,Bedford-Stuyvesant,40.68692,-73.93113,Entire home/apt,150,2,5,2018-12-29,0.09,1,0
Rustic Modern Duplex Brownstone,4195861,Doris,Brooklyn,Crown Heights,40.67759,-73.95432,Entire home/apt,150,4,13,2019-01-02,0.3,2,15
Private bedroom in Brooklyn apartment,137562994,Danila,Brooklyn,Bedford-Stuyvesant,40.6814,-73.94975,Private room,85,2,15,2019-07-07,1.45,1,257
Cozy spacious Brooklyn apartment!,89532341,Safiyah,Brooklyn,East Flatbush,40.6453,-73.94669,Entire home/apt,85,93,19,2017-05-21,0.54,1,89
Hip flat in the heart of Astoria,46801421,Emily,Queens,Astoria,40.77133,-73.92119,Entire home/apt,120,3,11,2019-01-01,0.48,1,6
Chic Studio in Heart of Manhattan!,16682678,Casey,Manhattan,Kips Bay,40.74091,-73.98271,Entire home/apt,102,1,3,2016-03-09,0.07,1,0
Entire MASSIVE apt. for 4 ppl 1 Block from Subway,10335937,Eva,Queens,Forest Hills,40.72571,-73.84944,Entire home/apt,197,3,24,2018-04-06,0.9,1,0
Astoria 1BR in Quiet Corner Close to Manhattan,261608,Aron,Queens,Ditmars Steinway,40.772,-73.91848,Entire home/apt,60,4,3,2018-10-14,0.1,1,0
Shared Room By Times Square near Central Park 3,262360035,Kuzey,Manhattan,Hell's Kitchen,40.76391,-73.98892,Shared room,75,1,3,2019-06-24,2.2,6,365
Studio in the Heart of East Village,30680112,Danielle,Manhattan,East Village,40.72951,-73.98576,Entire home/apt,120,2,0,,,1,39
"Hamilton Hts Beauty, Manhattan 1 BR",23834677,Kumar,Manhattan,Harlem,40.82863,-73.94358,Entire home/apt,155,1,242,2019-06-30,4.4,2,238
Penthouse Floor Room in Luxury Apt,44193702,Dylan,Manhattan,East Village,40.72137,-73.97786,Private room,75,1,5,2015-10-29,0.11,1,0
Humble abode residing 20 minutes away from city,229554591,Kelsang,Queens,Sunnyside,40.73716,-73.91848,Private room,49,1,1,2019-01-07,0.16,2,0
"Cozy room w/AC, 2 blocks from L train",64440476,Matt,Brooklyn,Williamsburg,40.70353,-73.9344,Private room,55,2,7,2016-09-05,0.19,1,0
Urban Oasis in Heart of Brooklyn,56113781,Gerard,Brooklyn,Bushwick,40.68765,-73.90821,Private room,75,1,11,2019-01-03,0.52,1,0
"Private room in Greenpoint, BK",1587834,Bradford,Brooklyn,Greenpoint,40.72212,-73.94423,Private room,65,2,0,,,1,0
"Charming 2 Bedroom Apartment, Incredible Location",8457214,Sarah,Manhattan,Nolita,40.7224,-73.99604,Entire home/apt,110,1,2,2016-07-01,0.05,2,0
"Railroad Apt in Greenpoint, BKLYN",26100862,Ira,Brooklyn,Greenpoint,40.72474,-73.94733,Entire home/apt,90,1,0,,,1,0
1 - Private room in Yogi's BIG Midtown Manhattan,25059364,Yogi,Manhattan,Kips Bay,40.74056,-73.98077,Private room,69,1,24,2019-07-01,6.43,3,35
Beautiful Room in Bed-Stuy Apartment,125549620,Ashley,Brooklyn,Bedford-Stuyvesant,40.68527,-73.93924,Private room,35,2,1,2017-10-25,0.05,1,0
Strivers Row Studio,11727297,Ivonne,Manhattan,Harlem,40.81816,-73.94305,Entire home/apt,110,2,9,2017-10-01,0.26,1,0
Clean and Quiet room,27744706,Sasan,Queens,Ridgewood,40.70746,-73.91118,Private room,44,5,1,2019-06-29,1.0,1,192
Peaceful,47500192,Satvic,Brooklyn,Prospect-Lefferts Gardens,40.66059,-73.95842,Entire home/apt,120,5,0,,,1,190
Clean 1 bedroom in heart of NYC with Private deck,47988208,Colin,Manhattan,Murray Hill,40.74838,-73.98108,Entire home/apt,275,2,15,2019-03-17,0.65,1,5
New York Apartment in Queens,127077398,Ming,Queens,Ozone Park,40.67801,-73.8459,Entire home/apt,110,2,51,2019-07-06,2.22,1,295
Cozy Room in Charming Sunny Loft,2449047,Jen,Brooklyn,Williamsburg,40.70625,-73.92815,Private room,150,2,0,,,1,176
Spacious Greenpoint Living - Private Room,9804931,Byron,Brooklyn,Greenpoint,40.72672,-73.9517,Private room,80,2,0,,,2,0
Garden duplex in classic brownstone,16752839,Karen,Brooklyn,Carroll Gardens,40.68385,-73.99278,Entire home/apt,225,2,14,2018-11-24,0.65,1,0
Beautiful Large Bedroom in the Heart of Harlem,273101668,Betty,Manhattan,Harlem,40.83225,-73.94496,Private room,60,2,0,,,1,72
Williamsburg Private Room in 4 BR Apt off L train,20346657,Leah,Brooklyn,Williamsburg,40.70941,-73.93862,Private room,42,7,4,2019-03-25,0.22,1,53
Great Apartment super close to the train.,198666639,Bernard,Brooklyn,Cypress Hills,40.67875,-73.90704,Entire home/apt,160,2,2,2019-06-18,2.0,1,162
Room in a beautiful apartment,16339935,Amy,Queens,Long Island City,40.75819,-73.93213,Private room,90,3,1,2015-10-24,0.02,1,0
Gorgeous 1 Bedroom in Prime Location in Brooklyn!,88384901,Nehia,Brooklyn,South Slope,40.66707,-73.98611,Private room,145,4,0,,,1,0
big vintage room with backyard in hip BUSHWICK,7086450,Natalie,Brooklyn,Bushwick,40.69983,-73.91613,Private room,70,5,0,,,1,0
Big Room/Basement on three bedroom apt,13642781,Carlos A.,Brooklyn,Williamsburg,40.71259,-73.94163,Private room,100,1,1,2018-09-25,0.1,1,0
"Comfy Home, Convenient Location near Central Park",106407359,Sean,Manhattan,Harlem,40.80255,-73.95434,Private room,75,2,121,2019-06-12,3.89,1,3
New York Home at Times Square,9638257,Mayur,Manhattan,Theater District,40.75934,-73.98755,Private room,85,4,14,2019-06-29,1.98,1,33
Beautiful 3 BR Midtown East! Clean & Chic!!,22543458,Ashley,Manhattan,Kips Bay,40.74528,-73.97901,Entire home/apt,412,1,69,2019-07-06,4.45,4,133
Sunny Private room Central Harlem,657869,J,Manhattan,Harlem,40.80991,-73.94273,Private room,73,4,69,2019-06-08,1.77,2,122
Classic Harlem --- Economy Room,26856159,Glenda,Manhattan,Harlem,40.82205,-73.9467,Private room,42,1,161,2019-06-17,3.46,3,259
한성 韓城 Han B (2F),92706260,Kane,Queens,Flushing,40.76237,-73.8157,Private room,48,1,39,2019-06-28,4.21,5,84
Meyers Inn,234006406,Daniel,Manhattan,Hell's Kitchen,40.75975,-73.99533,Private room,150,1,7,2019-02-18,1.29,1,88
"Great private room in Hell’s kitchen
TIMES SQUARE",167270001,Piero,Manhattan,Hell's Kitchen,40.75763,-73.99221,Private room,300,1,64,2019-06-30,3.59,2,332
Spacious & Sunny in Prime Brooklyn,287733,David,Brooklyn,Clinton Hill,40.68472,-73.96691,Entire home/apt,150,20,89,2019-06-28,1.04,1,247
"Cozy, quiet, one-bedroom West Village apartment",17910174,Jamie,Manhattan,West Village,40.73207,-74.00322,Entire home/apt,160,30,0,,,1,0
Chic One Bedroom apartment,252445373,S,Manhattan,Washington Heights,40.85798,-73.92855,Entire home/apt,85,7,0,,,1,67
"*Luxury 1 BR w/ your own Bathroom, steps to subway",93153006,Lili,Brooklyn,Bushwick,40.69399,-73.92472,Private room,88,7,21,2019-06-21,1.91,1,54
Entire apartment in the heart of west village,125177157,Josue,Manhattan,West Village,40.73397,-74.00168,Entire home/apt,190,2,0,,,1,0
"Lovely Fam hse, one  lg quest private BR on 2nd fl",161906388,Imelda,Queens,Woodhaven,40.68794,-73.85566,Private room,45,1,4,2019-06-30,4.0,1,3
1 bed close to Park and subway,113805886,Yaacov,Manhattan,Upper East Side,40.77751,-73.95174,Entire home/apt,150,31,1,2019-05-25,0.67,33,338
Nyc! Cozy room in Williamsburg,14890430,Evy,Brooklyn,Williamsburg,40.71223,-73.94169,Private room,75,3,174,2019-07-01,2.96,1,311
"Bright, Open, and Beautiful 2-Bedroom!",411560,Joel,Brooklyn,Williamsburg,40.70893,-73.94662,Entire home/apt,200,2,1,2017-08-28,0.04,1,0
2 BEDROOM APT IN MANHATTAN midtown SLEEPS 5 GUESTS,37579015,Ana,Manhattan,Hell's Kitchen,40.75788,-73.99223,Private room,250,2,17,2019-01-06,0.37,5,130
Amazing view midtown studio,50157334,Ada,Manhattan,Kips Bay,40.74285,-73.97468,Entire home/apt,150,5,1,2015-12-27,0.02,1,0
"Luxury Astoria 1BD apt, 15 min from Manhattan",19630705,Eugene,Queens,Long Island City,40.75576,-73.93071,Entire home/apt,70,3,2,2019-03-18,0.32,1,4
Spacious New York bedroom!,151291713,Kathryn,Manhattan,Washington Heights,40.84918,-73.93775,Private room,70,1,31,2019-05-05,2.53,2,4
Neve recording studio,229693987,0123,Manhattan,Lower East Side,40.71456,-73.98717,Entire home/apt,600,1,0,,,1,365
Calm&Cozy Bedroom - NoLIta/SoHo (private bathroom),1120651,Orianna,Manhattan,Nolita,40.72413,-73.99355,Private room,118,3,10,2017-09-09,0.29,1,0
Large bedroom/Heart of Brooklyn,1354796,Natasha,Brooklyn,Prospect-Lefferts Gardens,40.66167,-73.95098,Private room,49,5,114,2019-06-09,1.49,3,323
"Colorful, cozy, artsy bedroom in heart of bushwick",222385509,Marcy,Brooklyn,Bushwick,40.69807,-73.91494,Private room,35,7,1,2018-11-15,0.13,1,89
"Chic Private Bedroom in Ridgewood, NY by 3 Trains!",242962235,Yuval,Queens,Ridgewood,40.70892,-73.89502,Private room,42,30,0,,,23,220
*Luxurious* Sparkling Clean Two Bedroom Apartment,183803880,Alisa,Manhattan,Hell's Kitchen,40.76578,-73.98383,Entire home/apt,499,3,26,2019-06-20,2.5,1,0
Brooklyn Park Slope Oasis,7065881,Zina,Brooklyn,Park Slope,40.67691,-73.98163,Entire home/apt,139,4,3,2019-05-27,0.24,1,0
1 BEDROOM IN 3 BEDROOMS APARTMENT,7858210,Maxime,Manhattan,Harlem,40.81456,-73.94159,Private room,65,2,105,2019-06-14,2.12,4,180
Room on Forest Hills,34508000,Venera,Queens,Rego Park,40.72276,-73.85683,Private room,40,1,6,2018-12-07,0.79,1,0
Holiday Sublet in Carroll Gardens,1977947,Stephanie,Brooklyn,Carroll Gardens,40.67725,-73.99968,Private room,100,1,0,,,1,0
2 bed 2 bath in cool east Williamsburg Loft!,19298428,Lucy,Brooklyn,Williamsburg,40.70509,-73.93471,Entire home/apt,150,2,6,2019-05-04,0.31,1,0
"Very large, clean 1 BR apartment",4076876,Tauheed,Manhattan,East Harlem,40.80343,-73.93514,Entire home/apt,120,3,22,2019-07-02,0.31,1,365
Modern apartment in Hamilton Heights,79168536,James,Manhattan,Harlem,40.825,-73.95181,Private room,90,3,2,2018-08-06,0.16,1,0
nice furnished room ground floor,5097458,Nes,Brooklyn,Williamsburg,40.71863,-73.94575,Private room,70,3,30,2018-11-07,0.6,1,364
Luxury apartment near Williamsburg & Manhattan,19803201,Gino,Brooklyn,Greenpoint,40.72282,-73.94174,Entire home/apt,179,30,32,2019-06-09,1.18,2,326
Turn of the Century Railroad Flat /4 day Wknd,9639040,Joanne,Brooklyn,Park Slope,40.66723,-73.98043,Entire home/apt,100,2,18,2019-06-24,0.31,1,58
A True Brooklyn experience,13873590,Ricky,Brooklyn,Williamsburg,40.70884,-73.95742,Private room,80,1,3,2015-08-24,0.06,1,0
Bright Loft in Heart of Williamsbug,1999466,Robin,Brooklyn,Williamsburg,40.71432,-73.94615,Entire home/apt,220,2,25,2019-01-01,0.65,1,5
TWO BEDROOM UNICORN IN THE HEART OF WILLIAMSBURG,128917721,Usamah,Brooklyn,Greenpoint,40.7203,-73.94644,Entire home/apt,250,3,2,2018-12-14,0.22,1,177
East Williamsburg/Bushwick Loft,130667097,Paul,Brooklyn,Williamsburg,40.70492,-73.93341,Private room,55,1,25,2018-12-30,0.96,2,364
Classic Brooklyn Loft (East Williamsburg/Bushwick),12091973,Ap,Brooklyn,Williamsburg,40.70518,-73.93794,Private room,100,1,1,2019-07-06,1.0,1,1
Charming 2BR Apartment: Central Williamsburg,3311487,Scott,Brooklyn,Williamsburg,40.71294,-73.96224,Entire home/apt,161,2,21,2019-06-30,0.48,3,2
Classic NY Apartment. Prime Manhattan Location,3333577,Julia,Manhattan,Gramercy,40.73563,-73.98801,Entire home/apt,410,30,3,2019-05-27,0.15,2,346
Hamilton Heights Apartment,79492070,Reylyn,Manhattan,Harlem,40.82022,-73.95358,Entire home/apt,125,1,7,2016-08-28,0.19,1,0
Cozy LARGE NYC Bedroom w/homeoffice,4036685,Norman,Queens,Bayside,40.75873,-73.76244,Private room,99,1,3,2018-09-07,0.06,2,322
Charming and Beautiful 1-BR Apt ,92782,Payal,Brooklyn,Greenpoint,40.723,-73.94237,Entire home/apt,125,3,11,2015-10-24,0.19,1,0
Bedroom in Williamsburg Available!,51434460,DJ Timothy,Brooklyn,Williamsburg,40.70998,-73.95956,Private room,60,1,0,,,1,0
"Heart of Williamsburg, Private Bedroom in 2BR Apt",2589436,Sarah,Brooklyn,Williamsburg,40.71619,-73.95641,Private room,50,14,0,,,2,0
"Large, Sunny Room in Bushwick!",20496152,Michaela,Brooklyn,Bushwick,40.69798,-73.93206,Private room,69,1,30,2018-01-01,0.8,1,0
Cute 2 bedroom apt. -ferry ride to Manhattan,471024,Christina,Staten Island,St. George,40.63911,-74.08376,Entire home/apt,48,2,0,,,1,25
Share Room;Relaxing Guaranteed;Or REFUND !!,175730239,Baboucarr,Queens,Sunnyside,40.739,-73.92796,Shared room,30,3,0,,,12,360
"1BR in Newly Renovated Apartment - Rm A, Bushwick!",36012265,Ada,Brooklyn,Williamsburg,40.70456,-73.9314,Private room,51,1,12,2019-06-17,1.14,7,352
Cozy private room in Times Square/Rockefeller,4227606,Cindy,Manhattan,Midtown,40.75866,-73.98032,Private room,100,3,13,2019-01-01,0.88,2,0
Cozy UES Apartment,65098342,Lacey,Manhattan,Upper East Side,40.76494,-73.95808,Entire home/apt,225,2,4,2019-05-31,1.24,1,1
"Gorgeous, Plant Filled Oasis & Private Terrace",4657612,Elien,Manhattan,Lower East Side,40.71727,-73.98634,Entire home/apt,120,1,4,2019-06-29,0.67,1,36
Perfect studio in Manhattan midtown,78258683,Srulik,Manhattan,Midtown,40.74311,-73.98286,Entire home/apt,150,5,0,,,1,0
Room & Breakfast-   Room 2,35322092,Rhemy,Brooklyn,Bedford-Stuyvesant,40.68649,-73.92783,Private room,49,1,107,2019-07-06,2.19,3,69
Cozy 2 Bedroom (Train L or M),54637605,Albertina,Queens,Ridgewood,40.702,-73.89768,Entire home/apt,110,3,10,2019-05-28,0.37,1,16
Clinton Hill Apartment 2 BR,20449694,Luis,Brooklyn,Clinton Hill,40.68646,-73.95975,Entire home/apt,150,2,11,2018-06-08,0.42,1,0
Cozy one bedroom Street view,124486054,Carlton,Bronx,Edenwald,40.88364,-73.83561,Private room,70,3,0,,,1,365
M3 Hamilton's Hideaway Studio,295128,Carol Gloria,Bronx,Clason Point,40.81214,-73.85371,Entire home/apt,110,1,15,2019-06-23,0.49,7,325
Spacious & Quaint 1 Bed in Midtown,30485701,Daniela,Manhattan,Midtown,40.7584,-73.97075,Entire home/apt,245,2,7,2019-06-30,4.57,1,257
New year in New York City,22927481,Howard,Manhattan,Midtown,40.76564,-73.98013,Private room,425,7,1,2015-01-02,0.02,3,0
"Spacious & Comfy, Top of Central Pk",359447,Adrian,Manhattan,Harlem,40.80394,-73.9506,Private room,69,4,18,2019-04-25,0.23,1,280
Humble and Elegant Place of Comfort,40209604,Enoch,Brooklyn,Crown Heights,40.67459,-73.95742,Private room,50,2,60,2019-06-23,4.52,1,7
Private room with all you need,106241822,Lior,Manhattan,Washington Heights,40.85186,-73.9305,Private room,37,3,5,2018-04-06,0.22,1,0
Chic Brooklyn Apt.- Private Room,6093878,Gee,Brooklyn,Bedford-Stuyvesant,40.68068,-73.9535,Private room,80,2,44,2019-06-29,0.62,1,159
Bright and Hip in Morningside,5628243,Drew,Manhattan,Harlem,40.81024,-73.9525,Private room,95,1,10,2017-01-17,0.21,1,0
Kid friendly next to Prospect Park,176285,Ari,Brooklyn,Prospect Heights,40.6742,-73.96639,Entire home/apt,200,7,2,2015-06-24,0.03,1,0
Peaceful space,140323391,Adi,Brooklyn,Bushwick,40.70255,-73.92103,Private room,45,3,0,,,1,0
Williamsburg Apartment,82674375,Meg,Brooklyn,Williamsburg,40.70898,-73.94885,Entire home/apt,140,500,0,,,1,331
Sweet apt by Prospect Park - 20 minutes from NYC,298841,Ella,Brooklyn,Windsor Terrace,40.65992,-73.98403,Private room,63,2,22,2019-05-14,0.51,1,48
Large Park Slope Townhouse Duplex,579495,Susi,Brooklyn,South Slope,40.66527,-73.9886,Entire home/apt,199,14,27,2019-05-19,0.28,2,223
Private room in 4 bdr apt!,96301426,Dillon,Brooklyn,Prospect-Lefferts Gardens,40.65714,-73.95,Private room,50,2,2,2018-08-23,0.17,1,0
Cozy Apt in Centrally Located Brooklyn Heights,47151333,Walter,Brooklyn,Brooklyn Heights,40.69174,-73.99283,Entire home/apt,150,2,4,2018-08-27,0.36,2,11
Sunny Bedroom in Harlem,74712074,Noel,Manhattan,Harlem,40.81834,-73.93929,Private room,70,1,4,2016-11-21,0.11,1,0
Pretty One Bed in Brooklyn Heights,434473,Patricia,Brooklyn,Brooklyn Heights,40.69224,-73.99638,Entire home/apt,150,30,48,2016-11-11,0.63,1,0
2 Level Apartment With Private Terrace,7070648,Olga,Manhattan,Upper East Side,40.78206,-73.94949,Entire home/apt,105,5,24,2019-06-23,0.85,1,20
Big & bright apt in Harlem!,25439443,Joel,Manhattan,Harlem,40.81831,-73.93833,Entire home/apt,85,30,5,2017-07-31,0.11,1,7
"2 bedroom apartment in Two Bridges(Chinatown, LES)",8381084,Pierre,Manhattan,Two Bridges,40.7115,-73.99903,Entire home/apt,190,2,45,2019-06-09,1.47,2,112
