name,_id,host_name,location_cluster,location,lat,lon,type_house,sum,min_days,amt_reviews,last_dt,avg_reviews,total_host,target
Parlor Suite Midtown Manhattan,29100568.0,Deborah,2,Theater District,40.76093,-73.98192,0,170.0,20.0,1.0,2018-05-29,0.07,4.0,0.0
Chic Downtown 1 Bedroom,17985595.0,Lora,2,Greenwich Village,40.73189,-73.9947,0,375.0,14.0,26.0,2018-12-18,0.59,1.0,147.0
Recharge Like a Local 20 Min from Downtown NYC!,21150974.0,Allison,1,Sunset Park,40.66361,-73.99246,1,50.0,2.0,14.0,2019-01-01,1.22,1.0,0.0
2BR LES Apartment Near Best Food and Bars in NYC,192716996.0,Kohl,2,Lower East Side,40.72077,-73.98427,1,95.0,1.0,9.0,2018-11-24,0.68,1.0,0.0
LARGE apartment. 12 minutes from midtown,149849302.0,Tyler,2,Harlem,40.81004,-73.95271,0,200.0,1.0,3.0,2019-01-01,0.45,1.0,0.0
Cali-Retro Duplex in Historic Greenpoint,6701890.0,Jenny,1,Greenpoint,40.73128,-73.95439,1,95.0,7.0,1.0,2019-04-13,0.34,2.0,0.0
Comfortable room in spacious Brooklyn apartment,85082002.0,Steven,1,Crown Heights,40.66413,-73.95126,1,60.0,3.0,2.0,2017-09-09,0.09,1.0,0.0
Fold out couch in prime Brooklyn,31378.0,Kristine,1,Crown Heights,40.67385,-73.96126,2,50.0,1.0,55.0,2019-06-30,1.54,3.0,60.0
Huge Bedroom in Historic Harlem!,89715765.0,Michael,2,Harlem,40.81378,-73.95152,1,66.0,3.0,0.0,2019-06-23,0.72,1.0,0.0
Cozy room in Harlem,35281088.0,Tk,2,Harlem,40.82191,-73.9419,1,44.0,2.0,45.0,2019-06-29,1.43,1.0,18.0
Convienent Brooklyn (Fort Greene) Bedroom,41949280.0,Allison,1,Fort Greene,40.6871,-73.97575,1,90.0,5.0,0.0,2019-06-23,0.72,1.0,85.0
Manhattan View Garden Home,193296202.0,Freda,3,Long Island City,40.74646,-73.95324,0,400.0,3.0,3.0,2019-04-16,0.36,2.0,334.0
Sunny Bushwick space with yoga loft,74471200.0,Austin,1,Bushwick,40.69485,-73.92948,1,81.0,1.0,10.0,2017-09-18,0.29,1.0,35.0
Luxury Brooklyn Stay,69226908.0,Chassity,1,East Flatbush,40.63659,-73.94734,1,40.0,1.0,15.0,2019-06-30,2.37,1.0,90.0
"5★ clean,  150ft² bedroom, 10min to Union Square",28371926.0,John,1,Williamsburg,40.70973,-73.94521,1,60.0,2.0,9.0,2019-06-25,4.82,1.0,87.0
Entire Sun Drenched Apartment in Clinton Hill,234918.0,Mariya,1,Clinton Hill,40.68476,-73.96672,0,100.0,30.0,17.0,2017-08-30,0.25,1.0,0.0
Studio Apartment in Upper East Side,5445262.0,Steven,2,Upper East Side,40.77844,-73.94728,0,125.0,3.0,8.0,2019-01-01,0.63,1.0,0.0
"Large, comfortable, one-bedroom Astoria apartment",20310357.0,Kira,3,Ditmars Steinway,40.77489,-73.9161,1,170.0,1.0,0.0,2019-06-23,0.72,1.0,157.0
Be our guest!,40188920.0,Robin,3,Maspeth,40.72201,-73.90822,1,40.0,1.0,0.0,2019-06-23,0.72,1.0,82.0
Gorgeous NY Studio in Midtown East,3491890.0,George Steven,2,Murray Hill,40.74888,-73.97828,0,129.0,30.0,43.0,2019-07-04,0.67,6.0,256.0
A lovely room in a great house close to RUMC.,102263916.0,John,4,Tompkinsville,40.63281,-74.09132,1,50.0,1.0,4.0,2019-07-07,4.0,2.0,84.0
Gorgeous sunny studio & perfect beautiful NYC area,24767704.0,Danielle,1,Bedford-Stuyvesant,40.6847,-73.93262,0,79.0,2.0,4.0,2016-06-20,0.09,1.0,0.0
"Discount! Mins to SOHO -Queen bed, spacious",36656552.0,Kandee,2,Lower East Side,40.71892,-73.99241,1,150.0,1.0,51.0,2018-09-06,1.05,3.0,0.0
Large Private Apartment in Clinton Hill,68302204.0,Samuel,1,Bedford-Stuyvesant,40.68076,-73.95751,1,100.0,5.0,4.0,2018-04-22,0.14,1.0,0.0
"Bed n Bath, 4 mins to 2,5,3,4 trains to Manhattan",182989977.0,Sasha,1,East Flatbush,40.65435,-73.93785,1,70.0,3.0,3.0,2019-01-02,0.3,5.0,365.0
Room #4 in Hip Harlem Garden Apt.,47993495.0,Mama,2,East Harlem,40.79886,-73.93373,1,95.0,2.0,169.0,2019-06-30,3.87,4.0,166.0
Private Room next to Park - 5 mins to subways!!,10041857.0,Veronica,2,East Harlem,40.79629,-73.94769,1,85.0,2.0,36.0,2019-06-26,0.53,1.0,288.0
Comfortable room 15 minutes to Manhattan,49568280.0,Hakan,3,Ditmars Steinway,40.77679,-73.91366,1,38.0,1.0,14.0,2019-06-30,1.46,3.0,24.0
BROOKLYN > Guest Room w/ King Bed in Williamsburg,308875.0,Scott,1,Williamsburg,40.71398,-73.95763,1,69.0,2.0,220.0,2019-06-22,2.17,2.0,8.0
"3 BR CLASSIC ON RIVER. Doorman. UWS, dogs ok",231704.0,Judith,2,Upper West Side,40.78937,-73.9789,0,376.0,30.0,1.0,2018-05-12,0.07,3.0,357.0
Great one bedroom studio,7365834.0,Alex,1,Sheepshead Bay,40.58296,-73.95879,0,99.0,30.0,1.0,2018-10-07,0.11,5.0,365.0
Stylish spacious 1 bd centrally located in Midtown,10730227.0,Juliana,2,Hell's Kitchen,40.75547,-73.99513,0,162.0,3.0,9.0,2019-01-01,0.49,1.0,0.0
Bed Stuy Home Away From Home,27953420.0,Qaim,1,Bedford-Stuyvesant,40.68696,-73.95094,0,110.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
Luxury bedroom - Nomad Chelsea area,52183380.0,Andy,2,Chelsea,40.74381,-73.9923,0,110.0,30.0,2.0,2016-10-22,0.06,1.0,0.0
Beautiful Studio Near Prospect Park,64568425.0,Christine,1,Prospect-Lefferts Gardens,40.66099,-73.96083,0,80.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
"Elegant, Prime West Village 1 Bedroom",105481269.0,Michael,2,West Village,40.73678,-74.00566,0,800.0,5.0,0.0,2019-06-23,0.72,1.0,88.0
Sunny private room close to all,37166807.0,Jake,1,Sunset Park,40.65702,-73.99874,1,65.0,7.0,37.0,2016-09-08,0.78,1.0,0.0
Midtown East Modern Alcove Studio 5,45595980.0,Tny,2,Midtown,40.7598,-73.96684,0,132.0,30.0,5.0,2019-05-01,0.13,12.0,220.0
Cozy 1 bedroom apartment in the heart of Manhattan,4980733.0,Simona,2,Midtown,40.75584,-73.96979,0,300.0,1.0,38.0,2019-06-27,1.01,1.0,361.0
Private Large Bedroom in Trendy Williamsburg Loft,643120.0,Sam,1,Williamsburg,40.71727,-73.95597,1,60.0,4.0,36.0,2019-05-03,1.67,4.0,0.0
Double room in UPW minutes from Central Park,77220567.0,Chantal,2,Upper West Side,40.79727,-73.96865,1,85.0,3.0,1.0,2019-06-29,1.0,1.0,67.0
"Sunny,Cool,Greenpoint apartment...",50220666.0,Rodin,1,Greenpoint,40.72594,-73.95174,1,70.0,7.0,2.0,2018-07-14,0.05,1.0,0.0
UPPER EAST SIDE DOORMAN BUILDING,22188911.0,Alessio,2,Upper East Side,40.76751,-73.96309,0,300.0,4.0,57.0,2016-11-28,1.08,1.0,0.0
G&G Brooklyn Palace,176001804.0,Garcia,1,Prospect-Lefferts Gardens,40.65924,-73.94959,0,125.0,2.0,68.0,2019-06-29,4.45,1.0,290.0
Elegant furnished 1BR apartment,21979970.0,Louise & Thomas,3,Flushing,40.73303,-73.79736,0,100.0,7.0,9.0,2019-06-28,0.16,1.0,268.0
Your own apartment in Brooklyn!,16744487.0,Estelle,1,Bedford-Stuyvesant,40.69367,-73.93981,0,130.0,5.0,0.0,2019-06-23,0.72,1.0,0.0
Luxury Retreat with Juliette Balcony on Stone St.,4196156.0,Kristina,2,Financial District,40.70512,-74.01097,0,200.0,1.0,1.0,2019-07-06,1.0,1.0,16.0
SPACIOUS 2 BEDROOM MANHATTAN DUPLEX!!,46224845.0,Angela,2,East Harlem,40.8081,-73.93807,0,225.0,2.0,62.0,2019-06-19,1.62,1.0,231.0
"Ping Pong Paradise in Brooklyn, Close to metro!!!",151146788.0,Rohit,1,Bedford-Stuyvesant,40.69049,-73.93014,0,124.0,2.0,91.0,2019-06-21,4.4,2.0,272.0
"Cute room,  45min Manhattan,  20 LGA, 20 JFK 2Peop",205999048.0,Clara,3,Flushing,40.73717,-73.80847,1,30.0,1.0,16.0,2019-06-23,1.46,1.0,153.0
UES - Private Studio with Kitchen,16382059.0,Sabrina,2,Upper East Side,40.77459,-73.9476,1,115.0,2.0,18.0,2016-02-15,0.38,1.0,0.0
"COZY SUNNY ROOM, BLOCK 4RM TRAIN :)",430188.0,Pam,1,Williamsburg,40.70694,-73.95307,1,75.0,18.0,5.0,2019-05-11,0.06,6.0,112.0
"Spacious, bright & charming 1-bedroom in East Vil.",2982441.0,Maher,2,East Village,40.7319,-73.98658,0,180.0,8.0,1.0,2019-06-17,1.0,1.0,188.0
COZY PRIVATE ROOM IN GRAMERCY,13616538.0,Tianna,2,Gramercy,40.737,-73.98231,1,74.0,2.0,8.0,2016-11-27,0.22,1.0,0.0
Sunny Bedroom in quirky apartment,21416490.0,Elizabeth,2,Murray Hill,40.74713,-73.98075,1,175.0,2.0,8.0,2019-06-07,0.43,1.0,177.0
Tays LES sanctuary,34382987.0,Taylor,2,East Village,40.72384,-73.98407,1,90.0,5.0,0.0,2019-06-23,0.72,1.0,0.0
1BR - Heart of West Village - 30 Day Min - Unit 4,4422523.0,Marie,2,West Village,40.73541,-74.00331,0,190.0,30.0,1.0,2019-05-17,0.57,6.0,277.0
Colorful 1BR in Midtown East by Sonder,12243051.0,Sonder,2,Murray Hill,40.7445,-73.97222,0,170.0,29.0,0.0,2019-06-23,0.72,96.0,324.0
Semi private room in great apartment,922478.0,Brad,1,Clinton Hill,40.68232,-73.96043,2,50.0,4.0,15.0,2018-08-27,0.81,2.0,0.0
Spacious room with a hammock near Prospect park,6387541.0,Julia,1,Flatbush,40.6509,-73.96266,1,95.0,1.0,9.0,2019-06-03,0.73,1.0,0.0
Amazing room for Memorial day weekend only!,111876825.0,Brandon,3,Maspeth,40.71319,-73.90315,1,200.0,2.0,0.0,2019-06-23,0.72,1.0,365.0
Spacious Bedroom with King Bed in Light-Filled Apt,2278050.0,Jill Laurie,2,Upper West Side,40.80272,-73.96916,1,80.0,5.0,3.0,2019-04-30,0.65,1.0,188.0
NEW MODERN & CLASSIC ENTIRE 2BED PRIVATE ENTRANCE,12549759.0,Koen,1,Bedford-Stuyvesant,40.68656,-73.91921,0,160.0,4.0,2.0,2019-06-20,2.0,2.0,34.0
"2 bed, 2 bath in Battery Park City",40394783.0,Richard,2,Battery Park City,40.70803,-74.01735,0,200.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
Beautiful Apartment near Prospect Park,11785148.0,Laura,1,Flatbush,40.65438,-73.95624,0,83.0,14.0,1.0,2019-04-01,0.3,1.0,163.0
Artsy Apt in Bushwick!,9210000.0,Tracy,1,Bushwick,40.68376,-73.91121,1,50.0,2.0,5.0,2017-05-16,0.16,1.0,206.0
Charming Townhouse Near RSD Park!  2 Bedroom Apt,25237492.0,Juliana,2,Upper West Side,40.78305,-73.98398,0,165.0,30.0,16.0,2019-06-15,0.31,34.0,326.0
Cozy Bedroom with Queen Size Bed,29326392.0,Ben,1,Bushwick,40.69941,-73.93633,1,31.0,2.0,1.0,2018-03-27,0.06,1.0,0.0
Hell's Kitchen- Times Square,12140561.0,Danielle,2,Hell's Kitchen,40.76394,-73.99448,0,100.0,1.0,0.0,2019-06-23,0.72,1.0,4.0
Lovely studio in East Village,10681247.0,Sonja,2,East Village,40.7229,-73.98414,0,83.0,3.0,31.0,2019-02-16,0.73,1.0,0.0
Spacious 2 BR in North Chelsea,11540028.0,Nick,2,Chelsea,40.74999,-73.99687,0,1000.0,3.0,0.0,2019-06-23,0.72,1.0,0.0
Best Location in Midtown Manhattan,8329975.0,Gore,2,Hell's Kitchen,40.76645,-73.98539,0,150.0,4.0,15.0,2019-06-29,0.41,1.0,5.0
Harlem Get Away,88861099.0,Roger,2,Harlem,40.8101,-73.94021,1,88.0,2.0,55.0,2019-06-23,2.24,1.0,208.0
comfortable Place to live,209376540.0,Jing,3,College Point,40.76813,-73.84542,0,60.0,30.0,0.0,2019-06-23,0.72,1.0,121.0
★Affordable Clean Private Room#1 in Hell' kitchen★,42222090.0,Kita,2,Upper West Side,40.77029,-73.98761,1,110.0,3.0,5.0,2019-06-14,2.08,2.0,158.0
"Cozy big Apt, Manhattan, Columbia, Central Park",163365183.0,Sijia,2,Morningside Heights,40.81153,-73.96112,2,34.0,5.0,0.0,2019-06-23,0.72,1.0,14.0
New York Home with a back yard in Central Harlem.,150482926.0,Yann,2,Harlem,40.80898,-73.94591,0,295.0,5.0,3.0,2018-08-21,0.27,1.0,0.0
Welcome Palace!!!,182954454.0,Thaddeus,3,Jamaica,40.66969,-73.77464,1,75.0,2.0,0.0,2019-06-23,0.72,2.0,90.0
"Gorgeous, sunny, two bedroom beach house.",5369840.0,Kimberley,3,Belle Harbor,40.57743,-73.84519,0,105.0,2.0,0.0,2019-06-23,0.72,1.0,22.0
Brooklyn Designer Home!!!,5977578.0,Agate,1,Crown Heights,40.67843,-73.96125,0,325.0,4.0,3.0,2018-08-23,0.27,2.0,98.0
Cool&cozy Bushwick apartment with private backyard,34599913.0,Irina,1,Bushwick,40.68723,-73.91451,0,70.0,6.0,15.0,2019-06-18,3.19,1.0,63.0
Gorgeous PermaGO HOMES™ - FiDi - Room 2/2,4887492.0,Gershwyn,2,Financial District,40.71078,-74.00995,1,160.0,3.0,24.0,2018-02-12,0.31,2.0,352.0
Sonder | 116 John | Cozy Studio + Gym,219517861.0,Sonder (NYC),2,Financial District,40.70721,-74.00559,0,100.0,29.0,0.0,2019-06-23,0.72,327.0,332.0
2 BEDROOMS 2 PERSONS EACH,228571016.0,Alexis,2,Harlem,40.82584,-73.95024,1,295.0,1.0,2.0,2019-06-14,0.76,2.0,89.0
Yankees Room in the Bronx,3684360.0,Enrique,0,Norwood,40.87709,-73.88228,1,38.0,1.0,50.0,2018-06-27,1.1,4.0,267.0
SunnyHome,27673980.0,Amy,3,Flushing,40.74514,-73.83137,1,60.0,1.0,66.0,2019-06-16,3.07,8.0,67.0
2BR Apartment in Brownstone Brooklyn!,50321289.0,Avery,1,Bedford-Stuyvesant,40.682,-73.95681,0,140.0,2.0,4.0,2019-06-14,1.58,3.0,4.0
Cozy Brownstone Inn I(studio),240427.0,Naimah,1,Bedford-Stuyvesant,40.68255,-73.91957,0,100.0,3.0,63.0,2019-06-18,0.72,2.0,5.0
Park Slope Townhouse TOP FLOOR,579495.0,Susi,1,South Slope,40.66579,-73.98991,0,199.0,2.0,31.0,2019-06-17,0.52,2.0,220.0
Rare Designer-Decorated Loft in Prime Williamsburg,19355895.0,Nicolas,1,Williamsburg,40.71625,-73.96407,0,300.0,4.0,11.0,2019-06-09,0.44,1.0,94.0
Tiny studio in best neighborhood in NYC!,9266337.0,Sara,2,West Village,40.73153,-74.00469,0,154.0,2.0,4.0,2019-07-01,0.59,1.0,12.0
Modern room in Harlem,16495440.0,Elisabeth,2,Harlem,40.80312,-73.95378,1,85.0,2.0,0.0,2019-06-23,0.72,1.0,10.0
Room with Private Bathroom in Renovated 2Br2Ba,13078961.0,Marian,1,Bedford-Stuyvesant,40.69201,-73.94104,1,60.0,3.0,1.0,2018-05-31,0.07,1.0,0.0
Olive’s Guest Quarters #1,152394865.0,Arline,1,East Flatbush,40.63213,-73.94559,1,175.0,2.0,6.0,2019-07-01,2.14,3.0,61.0
Furnished BrownStone Apartment,5447617.0,Jeffrey,1,Bedford-Stuyvesant,40.6824,-73.93597,0,130.0,30.0,52.0,2018-01-03,0.72,3.0,171.0
"Cozy, quiet and comfortable 1BR",13451939.0,Dana,1,Bedford-Stuyvesant,40.68321,-73.93666,0,132.0,3.0,120.0,2019-07-06,2.37,2.0,214.0
Basement Room with Private Bathroom,11048791.0,Jarred,1,Bushwick,40.70068,-73.91621,1,40.0,7.0,2.0,2018-05-22,0.04,1.0,0.0
Spacious room in Brooklyn,25866647.0,Nick,1,Midwood,40.62259,-73.96107,1,35.0,3.0,175.0,2019-06-14,4.1,1.0,49.0
Upper East Side Studio by NÔM Stays,224655849.0,Nôm,2,East Harlem,40.78918,-73.94834,0,110.0,30.0,1.0,2019-02-12,0.2,2.0,0.0
"ONLY WOMEN, CAMAS PARA MUJERES EN QUEENS",215778245.0,Jessy & Christian,3,Corona,40.74071,-73.86687,1,40.0,2.0,5.0,2019-04-15,1.15,6.0,306.0
Cozy private apartment in the heart of Bed-Stuy.,158219768.0,Lorraine,1,Bedford-Stuyvesant,40.68476,-73.92961,0,100.0,2.0,73.0,2019-07-02,3.72,1.0,140.0
"Close to the city, Astoria",3360223.0,Rosemary,3,Astoria,40.76792,-73.92228,1,45.0,4.0,68.0,2019-01-01,0.96,1.0,0.0
Sanctuary steps from the heart of downtown,4317379.0,B,2,East Village,40.72394,-73.98872,0,165.0,2.0,3.0,2017-12-09,0.08,1.0,0.0
Private room with amazing Manhattan view rooftop,202979435.0,Outpost,1,Gowanus,40.68293,-73.98979,1,95.0,30.0,1.0,2018-07-28,0.09,2.0,311.0
Modern condo close to Prospect park,3159197.0,Lewis,1,Prospect-Lefferts Gardens,40.66251,-73.95374,0,140.0,2.0,11.0,2019-06-27,0.18,1.0,35.0
Huge Brooklyn Flat by Jefferson L,10399992.0,Jesse,1,Bushwick,40.70098,-73.92674,1,39.0,14.0,1.0,2016-01-17,0.02,1.0,0.0
Large 2 bedroom apartment in Williamsburg,11923041.0,Eli,1,Williamsburg,40.7158,-73.95863,0,300.0,10.0,0.0,2019-06-23,0.72,1.0,0.0
Private room in shared apt.,40041424.0,Marisela,1,Crown Heights,40.67215,-73.94281,1,50.0,2.0,2.0,2015-09-09,0.04,1.0,0.0
Long Island City for Dreamers,243194565.0,Greg,3,Long Island City,40.74705,-73.9472,1,130.0,5.0,0.0,2019-06-23,0.72,1.0,179.0
Sunny Room at The Gazebo in Brooklyn,27844914.0,Kim,1,Bedford-Stuyvesant,40.69428,-73.94148,1,42.0,14.0,32.0,2019-05-22,1.14,2.0,72.0
Chic One-Bedroom Apt,2694451.0,Shontae,1,Clinton Hill,40.69073,-73.96762,0,135.0,3.0,28.0,2019-06-01,0.4,1.0,211.0
An Oasis in the Big Apple 3,3621183.0,Paul,3,Woodside,40.74687,-73.89892,0,120.0,3.0,55.0,2019-06-04,0.67,3.0,289.0
Beautiful apartment in Greenpoint,502897.0,Malu,1,Greenpoint,40.72791,-73.95689,0,150.0,5.0,1.0,2018-06-20,0.08,1.0,0.0
Large condo with stunning park views,7702854.0,Matei,2,Lower East Side,40.72014,-73.99268,0,280.0,3.0,46.0,2019-06-24,3.17,1.0,64.0
Big & Bright w Terrace near park!,23713669.0,Vanessa & Martin,1,Prospect Heights,40.67554,-73.96384,0,225.0,3.0,29.0,2019-06-04,0.58,1.0,56.0
Sunny big designer room in Art-loving Bushwick,2208374.0,Elena,1,Bushwick,40.7016,-73.92103,1,85.0,3.0,8.0,2019-04-19,0.3,2.0,3.0
Victorian Flatbush Family Friendly,6662358.0,Elizabeth,1,Flatbush,40.64933,-73.96478,0,290.0,5.0,4.0,2018-08-19,0.11,1.0,0.0
Spacious 2BR townhouse,10262649.0,Andrew,1,Bushwick,40.68779,-73.90521,0,170.0,2.0,41.0,2016-01-25,0.69,2.0,0.0
November's pre-holiday listing,217101766.0,Michelle,2,Upper East Side,40.77664,-73.95749,1,200.0,2.0,0.0,2019-06-23,0.72,1.0,0.0
Spacious  and Bright Studio in Hell’s Kitchen,78261482.0,Petr,2,Hell's Kitchen,40.76293,-73.99347,0,190.0,4.0,16.0,2019-06-08,1.24,2.0,20.0
Luxury large one-bedroom apartment,47541749.0,Aline,2,Midtown,40.75807,-73.96308,0,300.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
"Modern, Cozy Apt Share for Young Professionals",2822805.0,Ollie,1,Bedford-Stuyvesant,40.6854,-73.94976,1,60.0,30.0,1.0,2018-12-01,0.14,8.0,0.0
Extra Luxury Loft with private elevator & terrace,257365536.0,Oleg,2,Hell's Kitchen,40.75634,-73.99445,0,945.0,2.0,2.0,2019-05-09,0.94,1.0,292.0
Cozy 1BD close to Prospect Park,24770709.0,Sakina,1,Crown Heights,40.67033,-73.95262,1,50.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
Iconic NYC Brownstone Apartment on Upper East Side,157642917.0,Lauren,2,Upper East Side,40.77089,-73.95946,0,125.0,5.0,13.0,2019-03-15,0.68,1.0,0.0
Awesome Place! Amazing Location!!!,1523018.0,T,2,SoHo,40.72466,-73.99632,1,125.0,1.0,132.0,2019-06-05,1.75,1.0,365.0
2BR in Williamsburg | One block from Hewes JMZ,2324779.0,Erik,1,Williamsburg,40.70898,-73.95391,0,250.0,6.0,1.0,2018-12-31,0.16,1.0,0.0
Entire Newly Renovated 2 Bedroom Private Home,52577963.0,Mark,3,Woodhaven,40.69101,-73.8486,0,199.0,5.0,2.0,2019-06-29,1.2,6.0,338.0
A BEAUTIFUL SPACE IN HEART OF WILLIAMSBURG,223715460.0,Simon And Julian,1,Williamsburg,40.71091,-73.9656,0,499.0,30.0,0.0,2019-06-23,0.72,1.0,365.0
Clean & Cozy room in Great Location,30656279.0,Jill,2,Hell's Kitchen,40.76799,-73.98644,1,61.0,12.0,31.0,2018-03-19,0.6,4.0,102.0
Tranquil Manhattan Room close to Trains,3228429.0,Austin,2,Harlem,40.82791,-73.94752,1,65.0,2.0,6.0,2019-07-02,2.07,1.0,72.0
Sonder | 116 John | Polished 2BR + Gym,219517861.0,Sonder (NYC),2,Financial District,40.70781,-74.00525,0,179.0,29.0,1.0,2019-06-24,1.0,327.0,339.0
NYC - Upper west side Studio,117685023.0,Camilo,2,Upper West Side,40.80355,-73.96831,0,110.0,7.0,3.0,2017-07-31,0.11,1.0,0.0
"Cozy studio, Best Location /Live like a New Yorker",42993277.0,Alberto,2,Midtown,40.75016,-73.96925,0,175.0,3.0,5.0,2018-12-14,0.51,1.0,230.0
FULL BED/Spa Amenities for Sophisticated Travelers,89985620.0,Annette C,1,Flatlands,40.62187,-73.93079,1,49.0,2.0,58.0,2019-06-29,2.53,3.0,311.0
Luxe Tuscan Suite Private Room,17292935.0,Anne,0,Mott Haven,40.81055,-73.92482,1,55.0,1.0,231.0,2019-06-22,3.95,2.0,16.0
Nice Room in a Sweet Bushwick Apt,42032781.0,Matt,1,Williamsburg,40.70496,-73.93024,1,45.0,3.0,7.0,2019-06-18,0.41,1.0,133.0
Fantastic Studio with King bed- Best Location!,30418082.0,CA & Gray,2,Upper East Side,40.77554,-73.95141,0,165.0,6.0,46.0,2019-01-03,0.92,1.0,3.0
Apatite Bedroom,119669058.0,Melissa,1,Bedford-Stuyvesant,40.69228,-73.95677,1,49.0,2.0,12.0,2019-06-24,1.35,34.0,305.0
"Sunny, spacious 1 Bedroom Apt in the East Village",4205284.0,Danielle,2,East Village,40.73122,-73.98652,0,240.0,2.0,2.0,2019-05-23,0.28,1.0,53.0
"Spacious Private Room, lots of character & light",18562674.0,Belkis,2,Harlem,40.8284,-73.94461,1,81.0,1.0,102.0,2019-06-01,2.7,2.0,90.0
DISCOUNTED Entire Apt:  Prime UWS location!,13968910.0,Mike,2,Upper West Side,40.79496,-73.97349,0,140.0,1.0,19.0,2018-08-08,0.3,1.0,0.0
Roomy 1 bedroom suite in midtown Manhattan,120762452.0,Stanley,2,Murray Hill,40.74876,-73.97553,0,175.0,30.0,5.0,2019-06-07,0.37,50.0,344.0
☝ Your Sweet Suite Spot ☝,69189948.0,Ella,2,Washington Heights,40.84862,-73.93299,1,75.0,2.0,45.0,2019-07-01,1.44,3.0,183.0
"XL clean room in Manhattan, 1 block from subway!",36323224.0,Valentina,2,Washington Heights,40.84669,-73.94028,1,55.0,1.0,17.0,2019-07-03,3.31,1.0,30.0
Spend the holidays in your OWN APT in South Harlem,20287472.0,David,2,Harlem,40.80275,-73.95117,0,125.0,20.0,0.0,2019-06-23,0.72,1.0,0.0
Private room in gorgeous 2 floor Williamsburg apt,1909320.0,Peter,1,Williamsburg,40.7167,-73.96327,1,89.0,1.0,96.0,2019-06-23,2.24,3.0,237.0
Hip Bushwick Area Private Room!,212071658.0,Brian,1,Bushwick,40.69098,-73.90509,1,65.0,2.0,22.0,2019-06-24,2.46,5.0,348.0
"Lovely East Village Apartment, Sept. 2 to 5 Only",337159.0,Thomas,2,East Village,40.73131,-73.98609,0,121.0,2.0,6.0,2018-09-05,0.09,1.0,156.0
Beautiful location for enjoy in NYC,188498431.0,Han,3,Sunnyside,40.7388,-73.92282,1,65.0,2.0,3.0,2019-07-06,3.0,6.0,347.0
Lovely room,179416315.0,Elizabeth,0,Norwood,40.87064,-73.8797,1,60.0,1.0,9.0,2019-01-15,1.19,2.0,310.0
East Village Oasis,8573489.0,Jc,2,East Village,40.73022,-73.97998,0,220.0,4.0,1.0,2019-07-08,1.0,1.0,14.0
Large 2 Bedroom Apt - Close to everything!,84147508.0,Andre,3,Ridgewood,40.70028,-73.90785,0,190.0,3.0,1.0,2018-12-30,0.16,1.0,0.0
Peaceful 1BD in Historic W. Harlem,14813211.0,Vriana,2,Harlem,40.81964,-73.9468,0,109.0,4.0,0.0,2019-06-23,0.72,1.0,0.0
Bright and Beautiful Pre-War Home in Bushwick,17529252.0,Johnny,1,Bushwick,40.70447,-73.91559,1,87.0,2.0,1.0,2017-09-04,0.04,1.0,0.0
34th and 6th Ave - Doorman Gym Roofdeck 1 bed 5234,16098958.0,Jeremy & Laura,2,Midtown,40.74909,-73.98657,0,170.0,30.0,1.0,2019-05-12,0.51,96.0,345.0
Sunny 2-bedroom in Clinton Hill ,936258.0,Kelsey,1,Clinton Hill,40.68378,-73.96483,0,175.0,2.0,8.0,2016-08-22,0.15,1.0,0.0
Apartment in Midtown East of NYC,51913270.0,Andrew,2,Midtown,40.75939,-73.96949,0,200.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
Duplex with Private Bathroom by Times Square,92520154.0,Michael,2,Hell's Kitchen,40.7658,-73.98795,1,180.0,1.0,319.0,2019-07-01,9.24,1.0,57.0
Cozy 2 bedroom apartment near JFK,267015438.0,Jairo,3,Ozone Park,40.67299,-73.845,0,167.0,5.0,1.0,2019-07-01,1.0,1.0,94.0
GREAT BRAND NEW 1 BED APT*TIMES SQ,914838.0,Lior,2,Hell's Kitchen,40.75636,-73.9939,0,80.0,30.0,32.0,2017-01-31,0.37,7.0,365.0
Designer studio in the heart of East Village,41827902.0,Prangchat,2,East Village,40.72853,-73.98762,1,115.0,2.0,6.0,2019-04-09,0.87,1.0,23.0
Spacious Loft steps from Central Park by NÔM Stays,224655849.0,Nôm,2,East Harlem,40.79052,-73.94838,0,120.0,29.0,1.0,2019-05-31,0.77,2.0,0.0
NYC Town House,3338222.0,Damian,2,West Village,40.73837,-74.00586,0,1200.0,6.0,1.0,2019-01-04,0.16,1.0,290.0
La Casa Azul - Paradise in Brooklyn!!,215378301.0,Meg,1,Cypress Hills,40.68269,-73.89223,0,750.0,1.0,6.0,2019-04-07,0.67,1.0,365.0
Modern Townhouse - Chic Sunny Room - L/J/A/C Train,17866326.0,Rony,1,Bushwick,40.70228,-73.92824,1,54.0,3.0,2.0,2017-01-02,0.05,2.0,0.0
In the heart of the city!,226391260.0,Ahmad,2,Chelsea,40.74079,-74.00383,0,250.0,3.0,4.0,2019-06-28,0.63,1.0,49.0
Dbl Room with Terrace and View!,7853594.0,Hans,2,Upper East Side,40.76282,-73.9637,1,147.0,1.0,25.0,2019-04-21,0.51,2.0,10.0
